class,id,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
0,247,1,0.0024230000000000002,0.0018670000000000002,6,0.0,1.02,0.050549000000000004,0.0020329999999999997,1.01,0.0005,16.7735,0.0,1.01,2.03,0,0,0,46,0.00045099999999999996,1.02,0.432571,0.0,0.0,6.24,10,152,10,19,3,5,0.0,0.0,171,0.0,87,0.006197,0.000492,0.010699,6.07,2.52,15,7.6,4,0,4,2,1.02,0.0,6.08,0.037274,4.06,6,0.005841,0.005595,0.007298999999999999,76,17,0.006372999999999999,8.17,0.048973,0.002659
0,248,1,0.0,0.0,1,0.0,0.0,0.001222,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,1,0,0,33,0.0,0.0,0.061715,0.0,0.0,0.0,2,84,0,9,1,3,0.0,0.0,36,0.0,36,0.0,0.0,0.0,0.0,0.0,5,0.0,2,0,0,1,0.0,0.0,0.0,0.010097,0.0,1,0.0,0.0,0.0,6,4,0.0,0.0,0.033928,0.0
0,249,1,0.0,0.0,2,0.0,0.0,0.027667,0.0,0.0,0.0,9.15622,0.0,0.0,0.0,0,0,0,11,0.0,0.0,0.260371,0.0,0.0,1.01,14,40,6,4,3,1,0.0,0.0,6,0.0,31,0.001157,0.0,0.0,1.01,0.0,15,0.0,0,0,0,0,0.0,0.0,1.01,0.028432,1.01,3,0.002143,0.0016460000000000001,0.0,17,2,0.00212,0.0,0.05374400000000001,0.0
1,250,9,0.004684000000000001,0.0034240000000000004,12,0.0,1.04,0.054265,0.003607,2.02,0.0015710000000000001,6.851960000000001,0.0,1.02,3.06,0,0,0,97,0.001387,1.02,0.200102,0.0,0.04262,3.24,19,332,178,31,1,12,0.0,0.0,465,12.53,163,0.005113,0.001292,0.011401,2.02,4.65,24,5.28,23,0,15,0,2.03,0.0,3.03,0.02301,0.0,13,0.003201,0.0,0.007976,0,12,0.005214,5.64,0.045085,0.005214
0,251,2,0.0,0.0,1,0.0,0.0,0.025695999999999997,0.0,0.0,0.0,5.8070900000000005,0.0,0.0,0.0,0,0,0,32,0.0,0.0,0.17646199999999998,0.0,0.0,0.0,17,177,13,17,5,0,0.0,0.0,136,0.0,81,0.0,0.0,0.0031149999999999997,0.0,0.0,17,0.0,9,0,5,0,0.0,0.0,0.0,0.021972,2.04,4,0.0,0.005123,0.0,80,10,0.0,1.25,0.048817,0.0
0,252,1,0.0,0.0,2,0.0,0.0,0.015201,0.0,0.0,0.0,13.9802,0.0,0.0,0.0,0,0,0,10,0.0,0.0,0.365025,0.0,0.0,0.0,7,41,0,3,2,1,0.0,0.0,3,0.0,24,0.0,0.0,0.004024,5.06,0.0,8,3.04,1,0,1,1,0.0,0.0,5.06,0.032644,0.0,2,0.00829,0.0,0.004187,6,1,0.008421,3.03,0.046887,0.0
1,253,0,0.0,0.0,1,0.0,0.0,0.0030329999999999997,0.0,0.0,0.0,5.15731,0.0,0.0,0.0,0,2,0,8,0.0,0.0,0.15168299999999998,0.0,0.0,0.0,8,41,0,4,1,1,0.0,0.0,6,0.0,20,0.0,0.0,0.0018579999999999998,0.0,0.0,9,1.01,1,0,1,0,0.0,0.0,0.0,0.018295,0.0,1,0.0,0.0,0.0019320000000000001,0,1,0.0,1.01,0.044680000000000004,0.0
0,254,8,0.008192,0.0,1,0.0,0.0,0.020427,0.0,0.0,0.0,3.1621799999999998,0.0,0.0,1.01,0,0,0,13,0.0,0.0,0.12698099999999998,0.0,0.0,1.01,0,80,0,13,1,1,0.0,0.0,78,0.0,32,0.008289,0.0,0.008872,0.0,1.12,1,1.02,2,0,2,0,0.0,0.0,0.0,0.026568,0.0,1,0.0,0.0,0.007620999999999999,0,2,0.0,1.04,0.09991799999999999,0.008870000000000001
0,255,5,0.0,0.0,1,0.0,1.06,0.013236000000000001,0.0,0.0,0.0,7.5694300000000005,0.0,0.0,0.0,0,0,0,18,0.0,0.0,0.201354,0.0,0.0,2.03,7,120,0,8,1,1,0.0,0.0,28,0.0,41,0.003222,0.000904,0.008713,2.02,0.0,8,3.05,8,0,6,0,0.0,0.0,2.02,0.019991,0.0,1,0.001457,0.0,0.004056000000000001,0,3,0.001588,4.12,0.043955,0.0
0,256,0,0.0,0.0,0,0.0,0.0,0.0025399999999999997,0.0,0.0,0.0,3.18664,0.0,0.0,0.0,0,0,0,7,0.0,0.0,0.09578500000000001,0.0,0.001175,0.0,4,21,5,4,3,1,0.0,0.0,6,1.01,12,0.0,0.0,0.0,0.0,0.0,5,0.0,1,0,1,0,0.0,0.0,0.0,0.012297,3.1,0,0.0,0.0037719999999999997,0.0,14,3,0.0,0.0,0.034176,0.0
0,257,2,0.000782,0.0,0,0.0,1.08,0.04231,0.000828,0.0,0.0006,4.87416,0.0,1.01,1.03,0,0,0,76,0.000741,1.08,0.130918,0.0,0.00031099999999999997,1.58,5,210,15,11,3,1,0.0,0.0,55,1.13,128,0.000787,0.00046399999999999995,0.0008060000000000001,2.02,1.27,6,1.95,11,0,11,0,1.02,0.0,2.02,0.013344,2.03,1,0.001791,0.002576,0.000808,36,9,0.001987,2.58,0.03107,0.0008449999999999999
0,258,0,0.0,0.0,3,0.0,0.0,0.021183,0.0,0.0,0.0,4.41258,0.0,0.0,0.0,0,0,0,18,0.0,0.0,0.138856,0.0,0.00374,0.0,10,59,0,13,4,2,0.0,0.0,78,1.01,34,0.0,0.0,0.0045320000000000004,0.0,0.0,12,1.02,0,0,0,0,0.0,0.0,0.0,0.018583000000000002,2.02,7,0.0,0.006116,0.003553,70,8,0.0,1.02,0.046383999999999995,0.0
0,259,0,0.002198,0.0,2,0.0,0.0,0.009002,0.002434,0.0,0.0,5.78633,0.0,0.0,1.01,0,0,0,5,0.0,0.0,0.189271,0.0,0.0,1.04,2,24,0,2,2,0,0.0,0.0,1,0.0,12,0.002437,0.0,0.00735,0.0,1.01,2,1.05,0,0,0,1,1.01,0.0,0.0,0.0285,0.0,2,0.0,0.0,0.002502,2,2,0.0,2.26,0.08741,0.002496
1,260,6,0.003031,0.0,5,0.0,2.04,0.07797899999999999,0.0,0.0,0.003018,11.2693,0.0,2.05,2.05,0,0,0,35,0.003156,2.03,0.341903,0.0,0.0,5.42,5,111,0,11,1,1,0.0,0.0,55,0.0,52,0.01225,0.002689,0.012747,1.06,2.64,5,5.67,7,0,6,0,0.0,0.0,1.07,0.044478,1.01,5,0.002497,0.0016460000000000001,0.012853,6,3,0.002716,6.46,0.112159,0.0033399999999999997
1,261,0,0.0,0.0018670000000000002,3,0.0,1.01,0.0052759999999999994,0.0,1.01,0.0,10.9403,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.290691,0.0,0.0,0.0,1,11,0,2,1,1,0.0,0.0,1,0.0,6,0.0,0.00145,0.0045320000000000004,0.0,0.0,2,0.0,1,0,0,0,0.0,0.0,1.01,0.027112999999999998,0.0,3,0.0,0.0,0.0,0,2,0.00212,1.03,0.041221,0.0
0,262,0,0.0,0.0,0,0.0,0.0,0.002804,0.0,0.0,0.0,1.77712,0.0,0.0,0.0,0,2,0,10,0.0,0.0,0.06092,0.0,0.0,0.0,2,31,0,7,1,3,0.0,0.0,21,0.0,11,0.0,0.0,0.0,0.0,0.0,5,0.0,2,0,2,0,0.0,0.0,0.0,0.009618999999999999,1.01,0,0.0,0.0016460000000000001,0.0,8,5,0.0,0.0,0.030952999999999998,0.0
1,263,0,0.0,0.0,0,0.0,0.0,0.000424,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.061715,0.0,0.0,0.0,6,9,0,2,1,0,0.0,0.0,1,0.0,12,0.0,0.0,0.004997,0.0,0.0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.010097,0.0,0,0.0,0.0,0.0,0,2,0.0,1.07,0.033928,0.0
0,264,11,0.010373,0.0,13,0.0,0.0,0.119315,0.0,0.0,0.0,25.1717,0.0,3.06,3.06,0,1,0,181,0.010338,0.0,0.736829,0.0,0.00199,12.52,44,525,5,26,3,3,0.0,0.0,325,2.03,363,0.033710000000000004,0.0,0.036793,6.07,4.35,47,17.12,2,0,2,1,0.0,0.0,6.07,0.08934299999999999,3.08,20,0.017915,0.004021,0.038075,65,3,0.019802,19.37,0.208576,0.010937
0,265,1,0.0,0.0,0,0.0,0.0,0.015444,0.0,0.0,0.0,2.84822,0.0,0.0,0.0,0,0,0,13,0.0,0.0,0.093944,0.0,0.0,0.0,12,70,13,10,5,1,0.0,0.0,45,0.0,40,0.0,0.0,0.0031149999999999997,0.0,0.0,13,0.0,4,0,0,0,0.0,0.0,0.0,0.013756,2.04,3,0.0,0.005123,0.0,80,7,0.0,1.19,0.039721,0.0
0,266,0,0.0,0.0,0,0.0,0.0,0.00022400000000000002,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.061715,0.0,0.0,0.0,1,17,5,3,3,0,0.0,0.0,3,0.0,9,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.010097,0.0,1,0.0,0.0,0.0,14,2,0.0,0.0,0.033928,0.0
0,267,0,0.0,0.000722,3,0.0,1.01,0.024385,0.0,1.01,0.001855,10.6649,0.0,1.01,0.0,0,0,0,8,0.000617,1.01,0.29970399999999997,0.0,0.0,2.03,1,29,0,4,2,1,0.0,1.01,6,0.0,14,0.002393,0.001703,0.007422,2.02,0.0,2,2.08,2,0,2,0,0.0,0.000295,2.03,0.034374,1.09,4,0.0019219999999999999,0.000679,0.002532,9,2,0.002085,3.15,0.087661,0.0
0,268,0,0.0,0.001075,0,0.0,0.0,0.00325,0.0,1.02,0.0,6.415690000000001,0.0,0.0,0.0,0,0,0,4,0.0,0.0,0.16933399999999998,0.0,0.0,0.0,1,14,0,4,2,5,0.0,0.0,6,0.0,5,0.0,0.0,0.0,0.0,0.0,6,0.0,2,0,2,0,0.0,0.0,1.02,0.016324,1.01,0,0.0,0.0016460000000000001,0.0,10,4,0.001,0.0,0.034357,0.0
0,269,0,0.0,0.012936000000000001,0,0.0,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,2,1,12,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,12,0.0,1,0,1,0,0.0,0.0,5.07,0.0,0.0,0,0.0,0.0,0.0,0,2,0.015013,0.0,0.0,0.0
0,270,0,0.0,0.0,1,0.0,0.0,0.0018210000000000001,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0,0,0,11,0.0,0.0,0.061715,0.0,0.0,0.0,7,50,5,4,3,0,0.0,0.0,6,0.0,30,0.0,0.0,0.0,0.0,0.0,7,0.0,1,0,1,0,0.0,0.0,0.0,0.010097,0.0,2,0.0,0.0,0.0,14,3,0.0,0.0,0.033928,0.0
0,271,0,0.007006,0.008144,2,0.0,2.02,0.025552000000000002,0.005358,2.04,0.004715,6.955139999999999,0.0,0.0,2.04,0,2,0,5,0.0,2.02,0.181513,0.0,0.0,2.04,0,17,0,5,2,4,0.0,0.0,10,0.0,6,0.008093000000000001,0.006379999999999999,0.006213000000000001,0.0,2.22,4,2.04,3,0,2,0,2.04,0.0,2.04,0.017228999999999998,1.01,3,0.0,0.0016460000000000001,0.007816,14,5,0.008706,2.12,0.036886,0.007254000000000001
0,272,5,0.010322,0.0,1,0.0,0.0,0.071607,0.004887,0.0,0.0,2.5337099999999997,0.0,2.02,2.03,0,0,0,49,0.010572,0.0,0.10839100000000002,0.0,0.0,2.06,16,186,1,25,3,0,0.0,0.0,300,0.0,82,0.011066,0.0,0.010959,2.04,2.69,16,2.17,0,0,0,0,1.01,0.0,2.04,0.024516999999999997,0.0,3,0.011418000000000001,0.0,0.011109,72,11,0.0131,2.43,0.098913,0.011685
0,273,0,0.0,0.0,3,0.0,1.01,0.059526,0.0,0.0,0.0,8.16318,0.0,0.0,0.0,0,0,1,10,0.0,0.0,0.212081,0.0,0.0,3.07,7,35,0,3,1,3,0.0,0.0,3,0.0,17,0.003435,0.000904,0.0014039999999999999,3.03,0.0,10,4.07,0,0,0,1,0.0,0.0,3.03,0.019643,0.0,3,0.003279,0.0,0.0040939999999999995,0,3,0.003532,2.18,0.038618,0.0
0,274,1,0.0,0.0,3,0.0,0.0,0.013678999999999998,0.0,0.0,0.0,8.35105,0.0,0.0,0.0,0,0,0,10,0.0,0.0,0.23914499999999997,0.0,0.0,1.01,8,30,0,3,2,2,0.0,0.0,3,0.0,20,0.0013130000000000001,0.0,0.006456999999999999,0.0,0.0,10,0.0,2,0,2,0,0.0,0.0,0.0,0.026307999999999998,2.03,3,0.0,0.003625,0.0,11,2,0.0,2.02,0.047876,0.0
0,275,0,0.001137,0.0,2,0.0,1.01,0.017724,0.00117,0.0,0.0,6.81975,0.0,0.0,1.01,0,2,0,3,0.0,0.0,0.18625799999999998,0.0,0.0,2.02,0,22,0,2,1,0,0.0,0.0,1,0.0,4,0.0022760000000000002,0.0010960000000000002,0.002257,0.0,1.01,0,1.01,1,0,0,0,1.01,0.0,0.0,0.018871000000000002,0.0,3,0.0,0.0,0.001164,0,2,0.0,2.24,0.035989,0.001227
0,276,0,0.00121,0.0,0,0.0,0.0,0.009908,0.001371,0.0,0.0,3.17095,0.0,0.0,1.01,0,0,0,25,0.0,0.0,0.098286,0.0,0.0,1.1,5,59,0,10,1,1,0.0,0.0,45,0.0,26,0.001367,0.0,0.001344,0.0,1.1,6,1.09,8,0,1,0,1.01,0.0,0.0,0.013116999999999998,0.0,2,0.0,0.0,0.001335,6,9,0.0,1.39,0.035414999999999995,0.001341
0,277,0,0.0,0.0,1,0.0,0.0,0.000117,0.0,0.0,0.0,1.77712,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.06092,0.0,0.0,0.0,1,10,92,3,5,1,0.0,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0,1,0,0.0,0.0,0.0,0.009618999999999999,1.03,1,0.0,0.000935,0.0,88,3,0.0,0.0,0.030952999999999998,0.0
0,278,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,3,27,0,5,1,0,0.0,0.0,10,0.0,15,0.0,0.0,0.0,0.0,0.0,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0
0,279,6,0.008192,0.0,4,0.0,2.02,0.041056,0.0,0.0,0.00292,10.548,0.0,0.0,1.01,0,0,0,28,0.0,2.02,0.315123,0.0,0.0,3.03,11,148,0,13,1,0,0.0,0.0,78,0.0,64,0.011271,0.002843,0.015547,2.02,1.12,11,2.03,5,0,5,0,0.0,0.0,2.02,0.041387,0.0,4,0.003821,0.0,0.00933,0,1,0.0032630000000000003,3.11,0.108195,0.008870000000000001
1,280,0,0.0,0.0,9,13.32,13.32,0.074576,0.0,0.0,0.0,15.3743,0.017598,0.0,0.0,55,0,0,0,0.0,0.0,0.465938,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0,0.0,0,0.0,0.022682,0.0,0.0,0.0,0,0.0,56,0,1,0,0.0,0.0,0.0,0.061259,0.0,20,0.0,0.0,0.0,0,0,0.0,0.0,0.167274,0.0
0,281,4,0.0,0.0,0,0.0,0.0,0.0018210000000000001,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0,0,0,28,0.0,0.0,0.061715,0.0,0.0,0.0,7,139,0,12,1,4,0.0,0.0,66,0.0,52,0.0,0.0,0.004997,0.0,0.0,11,0.0,6,0,6,0,0.0,0.0,0.0,0.010097,0.0,1,0.0,0.0,0.0,6,8,0.0,1.06,0.033928,0.0
0,282,0,0.0,0.013087999999999999,4,0.0,0.0,0.00343,0.0,8.08,0.0,9.975719999999999,0.0,0.0,0.0,0,1,0,4,0.0,0.0,0.26853299999999997,1.01,0.00164,0.0,3,14,4,4,8,8,0.000612,0.0,6,2.02,8,0.0,0.0,0.0,1.01,0.0,11,1.01,1,0,1,0,0.0,0.0,8.09,0.026442,8.14,4,0.002497,0.008624,0.002502,172,4,0.014394,0.0,0.049191000000000006,0.0
0,283,1,0.0031620000000000003,0.001402,13,0.0,3.11,0.20796900000000001,0.002307,1.01,0.002431,23.3982,0.0,4.14,3.14,0,0,0,6,0.003803,2.06,0.600741,0.0,0.0,9.74,6,62,0,4,1,1,0.0,0.0,6,0.0,21,0.009773,0.0035770000000000003,0.010919,11.49,4.22,7,10.81,4,0,4,1,2.02,0.0,11.5,0.051233,0.0,15,0.013250999999999999,0.0,0.009825,0,3,0.014071,13.45,0.06904199999999999,0.003293
0,284,1,0.0,0.0,1,0.0,0.0,0.002675,0.0,0.0,0.0,4.63082,0.0,0.0,0.0,0,0,0,15,0.0,0.0,0.140528,0.0,0.0,1.01,1,52,0,10,1,1,0.0,0.0,45,0.0,27,0.001441,0.0,0.001411,0.0,0.0,2,2.02,5,0,5,0,0.0,0.0,0.0,0.017666,0.0,2,0.0,0.0,0.003401,0,9,0.0,1.02,0.041167,0.0
1,285,2,0.000725,0.0,3,0.0,0.0,0.00983,0.0,0.0,0.0,10.1254,0.0,0.0,1.01,0,0,0,15,0.0,0.0,0.26007399999999997,0.0,0.0,2.02,12,93,3,10,4,1,0.0,0.0,45,0.0,42,0.001818,0.0,0.006668,3.03,1.09,13,2.02,1,0,0,0,0.0,0.0,3.03,0.022639,9.11,3,0.004675,0.01083,0.001889,51,2,0.00502,3.07,0.036102999999999996,0.000779
0,286,3,0.002198,0.007532,4,0.0,0.0,0.065148,0.0054210000000000005,2.02,0.0,10.3576,0.0,3.04,1.02,0,0,0,25,0.00923,0.0,0.309082,0.0,0.0,3.12,8,84,0,5,1,3,0.0,0.0,10,0.0,43,0.007089,0.0,0.009261,2.03,1.07,11,2.19,0,0,0,0,2.02,0.0,4.05,0.039084,1.01,7,0.003032,0.0016460000000000001,0.0031379999999999997,6,2,0.010892,4.38,0.10428499999999999,0.002496
0,287,4,0.001849,0.0009429999999999999,3,0.0,0.0,0.064858,0.0,1.01,0.0,12.5129,0.0,2.02,2.02,0,0,0,35,0.001557,0.0,0.33011999999999997,0.0,0.0,3.14,18,111,0,5,1,1,0.0,0.0,10,0.0,61,0.0026739999999999997,0.0,0.010793,2.02,2.07,19,4.17,0,0,0,0,0.0,0.0,1.01,0.030438999999999997,1.01,5,0.0033450000000000003,0.0016460000000000001,0.005211,6,1,0.00248,6.34,0.048494999999999996,0.00195
0,288,0,0.0,0.0,0,0.0,0.0,0.009415,0.0,0.0,0.0,2.90397,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.089543,0.0,0.0,0.0,0,22,1,2,2,2,0.0,0.0,1,0.0,8,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0,1,0,0.0,0.0,0.0,0.012006999999999999,1.01,1,0.0,0.0016460000000000001,0.0,10,2,0.0,0.0,0.034256,0.0
0,289,0,0.0,0.0,2,0.0,0.0,0.00234,0.0,0.0,0.0,2.97312,0.0,0.0,0.0,0,0,0,11,0.0,0.0,0.09279,0.0,0.0,0.0,8,53,1,6,3,1,0.0,0.0,15,0.0,26,0.0,0.0,0.005850999999999999,0.0,0.0,9,1.01,1,0,0,0,0.0,0.0,0.0,0.012583,1.01,2,0.0,0.001422,0.00114,41,2,0.0,2.03,0.034972,0.0
0,290,16,0.007716,0.00086,11,0.0,2.03,0.1339,0.0,1.01,0.003675,21.326,0.0,3.03,6.06,0,0,0,118,0.005379,2.02,0.606667,0.0,0.001986,9.32,36,520,2,33,5,8,0.0,0.0,528,1.01,276,0.012071,0.0035700000000000003,0.029712,5.09,7.86,43,11.62,10,0,9,1,0.0,0.0,6.1,0.068983,5.37,17,0.010042,0.01045,0.01618,72,7,0.011331,14.3,0.143122,0.008509000000000001
0,291,0,0.0,0.0021190000000000002,0,0.0,0.0,0.004287,0.0,2.03,0.0,6.415690000000001,0.0,0.0,0.0,0,1,0,7,0.0,0.0,0.16933399999999998,0.0,0.0,0.0,0,22,1,6,3,9,0.0,0.0,15,0.0,13,0.0,0.0,0.004997,0.0,0.0,9,0.0,1,0,1,0,0.0,0.0,2.03,0.016324,3.05,0,0.0,0.006233,0.0,19,6,0.0022199999999999998,1.01,0.034357,0.0
0,292,0,0.0,0.0,1,0.0,0.0,0.007372,0.0,0.0,0.0,14.2096,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.350393,0.0,0.004911,0.0,2,7,0,1,1,0,0.0,0.0,0,5.15,4,0.0,0.0,0.003097,0.0,0.0,2,0.0,0,0,0,0,0.0,0.0,0.0,0.025328,0.0,1,0.0,0.0,0.0,0,1,0.0,3.03,0.012831,0.0
0,293,0,0.0,0.0,3,0.0,0.0,0.015856,0.0,0.0,0.0,4.56949,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.143157,0.0,0.0,0.0,0,18,3,5,1,1,0.0,0.0,10,0.0,5,0.0,0.0,0.0,0.0,0.0,1,0.0,4,0,4,0,0.0,0.0,0.0,0.018997,0.0,3,0.0,0.0,0.0,10,5,0.0,0.0,0.046836,0.0
0,294,6,0.0,0.000732,2,0.0,1.01,0.032133,0.0,1.01,0.0006190000000000001,12.3915,0.0,0.0,0.0,0,0,0,16,0.0,1.01,0.302879,0.0,0.0,1.03,9,390,0,8,1,2,0.0,0.0,28,0.0,53,0.000842,0.0006,0.006459,2.02,0.0,11,3.05,4,0,4,0,0.0,0.0,3.03,0.023141,0.0,2,0.003747,0.0,0.0023870000000000002,0,1,0.004811,3.06,0.034480000000000004,0.0
0,295,0,0.0,0.0,2,0.0,1.01,0.004493,0.0,0.0,0.0008349999999999999,8.69863,0.0,0.0,0.0,0,0,0,3,0.0,1.01,0.23136199999999998,0.0,0.0,0.0,2,16,0,3,1,1,0.0,0.0,3,0.0,8,0.0,0.000904,0.0,0.0,0.0,3,1.01,3,0,3,0,0.0,0.0,0.0,0.022461000000000002,0.0,2,0.0,0.0,0.000805,0,3,0.0,0.0,0.044427,0.0
0,296,2,0.0,0.0,2,0.0,0.0,0.037413999999999996,0.0,0.0,0.0,7.6757800000000005,0.0,0.0,0.0,0,0,0,44,0.0,0.0,0.22734899999999997,0.0,0.0,2.02,13,105,0,4,1,1,0.0,0.0,6,0.0,56,0.003935,0.0,0.0059,0.0,0.0,14,2.02,1,0,1,0,0.0,0.0,0.0,0.027823,1.01,3,0.0,0.0016460000000000001,0.0017980000000000001,6,2,0.0,2.12,0.066976,0.0
0,297,0,0.0,0.0,1,0.0,0.0,0.000549,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.061715,0.0,0.0,0.0,1,41,0,4,1,1,0.0,0.0,6,0.0,8,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0,2,0,0.0,0.0,0.0,0.010097,0.0,1,0.0,0.0,0.0,0,2,0.0,0.0,0.033928,0.0
0,298,3,0.0,0.0,0,0.0,0.0,0.005482,0.0,0.0,0.0,4.68802,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.13759000000000002,0.0,0.0,0.0,7,70,2,12,1,3,0.0,0.0,66,0.0,47,0.0,0.0,0.0045320000000000004,0.0,0.0,10,0.0,2,0,2,0,0.0,0.0,0.0,0.016333,1.01,0,0.0,0.0016460000000000001,0.0,9,9,0.0,1.01,0.037315,0.0
0,299,2,0.0034869999999999996,0.0,4,0.0,1.01,0.048885000000000005,0.0,0.0,0.0015710000000000001,8.77144,0.0,3.04,3.04,0,0,0,14,0.002921,1.01,0.249935,0.0,0.0,3.09,5,70,0,5,1,1,0.0,2.02,10,0.0,29,0.004032,0.001292,0.005004,3.05,3.17,6,3.21,2,0,2,0,0.0,0.002205,3.05,0.027205,2.06,5,0.004897,0.002769,0.003981,0,3,0.005458,4.64,0.048936,0.003851
0,300,7,0.000782,0.0,5,0.0,2.13,0.06336,0.000828,0.0,0.0006,17.6161,0.0,1.02,1.03,0,0,1,54,0.000741,1.03,0.478782,0.0,0.001986,2.07,16,239,0,20,3,1,0.0,0.0,190,1.01,123,0.002778,0.001368,0.010133,3.03,1.63,17,4.25,7,1,7,2,1.01,0.0,3.03,0.049793000000000004,3.04,7,0.005213000000000001,0.005131,0.005297,21,12,0.005069,6.09,0.103828,0.0008449999999999999
1,301,0,0.0,0.0,1,0.0,0.0,0.001207,0.0,0.0,0.0,4.3017199999999995,0.0,0.0,0.0,0,0,0,7,0.0,0.0,0.12275699999999999,0.0,0.0,0.0,1,18,0,3,1,1,0.0,0.0,3,0.0,7,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0,1,0,0.0,0.0,0.0,0.014083000000000002,0.0,1,0.0,0.0,0.0,0,1,0.0,0.0,0.034415,0.0
0,302,0,0.0,0.0,0,0.0,0.0,0.002534,0.0,0.0,0.0,4.70143,0.0,0.0,0.0,0,0,0,6,0.0,0.0,0.130576,0.0,0.0,0.0,3,18,1,5,3,1,0.0,0.0,10,0.0,10,0.0,0.0,0.0,0.0,0.0,4,0.0,2,0,2,0,0.0,0.0,0.0,0.014013,1.02,0,0.0,0.0016460000000000001,0.0,32,5,0.0,0.0,0.031376,0.0
0,303,0,0.0019489999999999998,0.0,1,0.0,0.0,0.026943,0.0020329999999999997,0.0,0.0,8.42497,0.0,0.0,1.01,0,0,0,23,0.0,0.0,0.24309899999999998,0.0,0.0074,1.01,10,64,17,12,5,1,0.0,0.0,66,3.12,59,0.001991,0.0,0.003406,0.0,1.11,11,1.09,2,0,2,0,1.01,0.0,0.0,0.027355,9.7,2,0.0,0.02087,0.0019760000000000003,208,12,0.0,2.07,0.053262000000000004,0.0021100000000000003
1,304,5,0.0,0.0,4,0.0,0.0,0.008638,0.0,0.0,0.0,7.65733,0.0,0.0,0.0,0,0,0,22,0.0,0.0,0.22465100000000002,0.0,0.0,2.03,8,92,1,8,2,0,0.0,0.0,28,0.0,70,0.003518,0.0,0.008440000000000001,3.03,0.0,8,3.12,1,0,1,3,0.0,0.0,3.03,0.025988,0.0,4,0.008315000000000001,0.0,0.005301,13,1,0.008773999999999999,3.13,0.050405,0.0
