Defective,LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL
0,12,3,0,1,2,1,1,29.04,8.92,2312.39,0.09,59,0.11,128.47,259.14,29,30,13,8,12
0,20,5,1,2,3,1,1,51.47,13.89,9932.28,0.24,143,0.07,551.79,715.0,71,72,23,9,21
0,34,7,3,15,4,3,1,88.1,8.83,6873.97,0.26,134,0.11,381.89,778.19,53,81,42,14,37
0,64,29,2,11,15,3,8,95.22,32.39,99926.73,1.03,474,0.03,5551.48,3084.69,230,244,71,20,66
0,45,19,6,10,10,5,3,59.99,23.54,33237.05,0.47,226,0.04,1846.5,1412.03,102,124,52,24,51
0,85,37,6,21,19,10,13,103.85,30.93,99359.89,1.07,471,0.03,5519.99,3212.3,207,264,87,26,91
0,9,3,1,2,2,2,1,21.15,4.5,428.33,0.03,25,0.22,23.8,95.18,9,16,7,7,10
0,33,3,0,11,2,1,1,56.88,16.48,15453.19,0.31,175,0.06,858.51,937.57,71,104,28,13,33
0,19,11,2,3,6,4,5,28.9,10.82,3385.09,0.1,62,0.09,188.06,312.75,23,39,17,16,21
0,26,11,4,8,6,2,1,56.04,22.34,27977.56,0.42,228,0.04,1554.31,1252.14,110,118,32,13,30
0,23,13,6,11,7,3,6,36.88,23.03,19562.81,0.28,149,0.04,1086.82,849.37,68,81,31,21,29
0,41,13,0,10,7,4,1,59.59,22.8,30993.01,0.45,232,0.04,1721.83,1359.05,110,122,41,17,41
1,65,33,6,23,17,9,5,93.54,34.45,111016.34,1.07,478,0.03,6167.57,3222.42,226,252,82,25,71
0,52,29,9,20,15,8,3,80.65,25.1,50799.32,0.67,306,0.04,2822.18,2024.1,139,167,72,26,61
1,60,19,2,20,10,5,6,86.23,31.88,87614.7,0.92,430,0.03,4867.48,2748.7,204,226,64,20,62
0,28,13,4,8,7,3,1,34.49,37.44,48341.41,0.43,241,0.03,2685.63,1291.17,117,124,25,16,32
0,29,19,3,9,10,5,7,53.13,18.65,18483.6,0.33,173,0.05,1026.86,990.93,79,94,36,17,32
0,21,9,1,4,5,4,3,45.13,14.93,10063.19,0.22,122,0.07,559.07,673.87,56,66,30,16,22
0,64,39,10,27,20,5,18,44.71,96.49,416248.39,1.44,719,0.01,23124.91,4314.0,344,375,41,23,74
0,24,15,2,12,8,3,5,29.28,26.67,20818.63,0.26,143,0.04,1156.59,780.7,64,79,24,20,26
0,11,7,2,3,4,2,1,19.24,17.68,6011.75,0.11,70,0.06,333.99,340.06,33,37,14,15,13
0,10,5,2,2,3,2,1,17.16,15.82,4293.27,0.09,60,0.06,238.52,271.41,29,31,11,12,12
0,38,15,1,5,8,6,5,59.63,25.26,38050.55,0.5,252,0.04,2113.92,1506.27,117,135,44,19,39
0,25,9,2,6,5,3,4,33.97,22.5,17197.21,0.25,140,0.04,955.4,764.32,65,75,26,18,27
0,6,3,1,1,2,1,1,14.14,5.25,389.71,0.02,19,0.19,21.65,74.23,7,12,6,9,7
0,26,13,5,8,7,3,6,43.02,27.35,32179.65,0.39,200,0.04,1787.76,1176.53,92,108,37,22,31
0,18,9,1,6,5,3,5,36.97,15.36,8722.95,0.19,106,0.07,484.61,567.9,48,58,25,16,19
0,45,15,2,6,8,7,3,63.61,27.76,48997.85,0.59,289,0.04,2722.1,1765.36,136,153,49,20,47
0,33,17,6,11,9,6,1,48.39,35.46,60838.51,0.57,301,0.03,3379.92,1715.83,146,155,35,17,39
0,10,7,3,6,4,4,1,29.06,6.54,1242.24,0.06,42,0.15,69.01,189.99,17,25,13,10,13
0,14,3,1,1,2,2,1,23.73,21.92,11404.6,0.17,115,0.05,633.59,520.21,57,58,13,10,15
0,54,15,7,14,8,7,4,75.27,22.24,37216.01,0.56,274,0.04,2067.56,1673.74,126,148,51,18,61
0,18,9,1,9,5,1,4,30.88,8.25,2102.02,0.08,53,0.12,116.78,254.79,22,31,16,12,19
1,12,9,5,12,5,2,5,24.99,11.61,3366.63,0.1,61,0.09,187.04,290.05,25,36,14,13,17
1,18,5,2,2,3,1,1,45.06,12.52,7065.03,0.19,110,0.08,392.5,564.22,48,62,23,12,20
1,29,13,1,4,7,2,6,62.47,19.9,24732.36,0.41,215,0.05,1374.02,1242.99,97,118,39,16,30
0,7,3,1,3,2,1,1,9.86,6.67,438.19,0.02,19,0.15,24.34,65.73,5,14,3,8,8
0,19,11,6,12,6,6,1,58.69,11.32,7525.74,0.22,119,0.09,418.1,664.61,55,64,34,14,25
0,28,10,2,3,7,2,3,29.63,16.28,7847.47,0.16,90,0.06,435.97,482.18,31,59,20,21,30
0,24,9,2,11,5,2,1,36.88,24.87,22810.72,0.31,168,0.04,1267.26,917.18,79,89,27,17,26
0,12,5,0,1,3,2,3,20.31,10.77,2355.5,0.07,46,0.09,130.86,218.72,20,26,13,14,12
0,17,7,0,3,4,3,3,29.9,16.61,8254.12,0.17,94,0.06,458.56,496.83,43,51,22,17,17
0,23,15,3,9,8,4,1,40.2,22.79,20877.45,0.31,171,0.04,1159.86,916.14,79,92,26,15,26
0,24,9,3,4,5,4,1,24.93,20.24,10207.48,0.17,100,0.05,567.08,504.44,43,57,17,16,27
0,16,7,0,1,4,4,1,25.4,12.79,4158.09,0.11,65,0.08,231.0,325.0,29,36,17,15,16
0,30,27,3,17,14,5,6,39.94,25.45,25867.91,0.34,183,0.04,1437.11,1016.49,82,101,29,18,33
1,13,5,2,6,3,2,3,27.86,14.03,5479.69,0.13,75,0.07,304.43,390.71,33,42,20,17,15
0,8,3,0,0,2,1,1,24.33,8.4,1716.73,0.07,50,0.12,95.37,204.37,24,26,10,7,8
0,12,3,0,2,2,1,1,26.46,9.23,2254.82,0.08,54,0.11,125.27,244.27,24,30,13,10,12
0,10,3,0,4,2,1,1,26.09,6.67,1159.45,0.06,39,0.15,64.41,173.92,16,23,12,10,10
0,10,3,0,3,2,1,1,20.54,7.7,1217.55,0.05,36,0.13,67.64,158.12,14,22,10,11,10
0,8,3,0,2,2,1,1,17.13,4.67,373.12,0.03,21,0.21,20.73,79.95,7,14,6,8,8
0,7,3,0,0,2,1,1,13.74,10.63,1550.69,0.05,35,0.09,86.15,145.95,17,18,8,10,7
0,7,5,2,1,3,1,3,14.31,8.57,1051.06,0.04,30,0.12,58.39,122.62,12,18,7,10,9
0,5,3,0,1,2,1,1,10.41,6.4,426.29,0.02,18,0.16,23.68,66.61,8,10,5,8,5
0,10,3,0,4,2,1,1,24.53,5.91,856.5,0.05,33,0.17,47.58,144.95,13,20,11,10,10
0,19,13,0,0,7,4,1,32.59,13.12,5614.09,0.14,91,0.08,311.89,427.74,42,49,16,10,19
0,13,3,1,6,2,1,1,22.92,11.0,2773.9,0.08,55,0.09,154.11,252.17,26,29,13,11,14
0,17,9,0,3,5,4,5,25.03,8.36,1748.44,0.07,44,0.12,97.14,209.22,18,26,14,13,17
0,19,9,1,19,5,4,1,20.51,12.8,3360.93,0.09,53,0.08,186.72,262.57,24,29,15,16,20
0,23,11,3,0,6,3,1,41.87,14.17,8403.03,0.2,110,0.07,466.83,593.15,51,59,27,15,26
0,3,3,1,3,2,2,1,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,4
0,34,19,5,12,11,9,3,38.45,22.91,20177.56,0.29,151,0.04,1120.98,880.77,63,88,33,24,39
0,36,17,3,12,10,3,3,31.44,19.3,11716.29,0.2,107,0.05,650.91,606.95,47,60,28,23,39
1,10,3,1,0,2,2,1,31.9,6.9,1518.54,0.07,48,0.14,84.36,220.08,23,25,15,9,11
0,9,3,1,1,2,2,1,24.89,7.0,1219.6,0.06,38,0.14,67.76,174.23,14,24,12,12,10
0,24,11,0,6,6,4,5,34.84,19.8,13657.11,0.23,121,0.05,758.73,689.75,54,67,30,22,24
1,27,5,2,13,3,2,1,33.66,44.54,66768.32,0.5,278,0.02,3709.35,1499.06,131,147,25,17,29
1,19,11,0,4,6,6,5,28.88,30.38,26642.14,0.29,171,0.03,1480.12,877.11,81,90,20,15,19
0,9,5,2,0,3,3,1,44.41,4.71,983.4,0.07,45,0.21,54.63,208.97,20,25,17,8,11
0,14,5,1,25,3,3,1,49.71,9.92,4895.11,0.16,94,0.1,271.95,493.31,43,51,26,12,15
1,35,15,6,27,8,8,1,122.69,12.57,19373.39,0.51,256,0.08,1076.3,1541.73,111,145,53,12,41
0,6,5,2,3,3,2,1,12.89,11.0,1559.55,0.05,34,0.09,86.64,141.78,14,20,7,11,8
0,10,3,2,0,2,2,1,21.48,7.79,1304.11,0.06,37,0.13,72.45,167.37,17,20,12,11,12
0,24,5,0,12,3,3,1,52.14,12.54,8193.61,0.22,122,0.08,455.2,653.62,54,68,28,13,24
0,19,1,0,9,1,1,1,69.53,16.72,19441.83,0.39,206,0.06,1080.1,1162.63,86,120,36,14,19
0,6,3,1,9,2,2,1,15.02,5.71,490.5,0.03,21,0.18,27.25,85.84,8,13,7,10,7
0,12,3,2,8,2,2,1,40.92,6.47,1712.28,0.09,57,0.15,95.13,264.7,23,34,16,9,14
0,9,3,1,5,2,2,1,19.66,7.15,1004.96,0.05,32,0.14,55.83,140.55,13,19,10,11,10
0,8,3,1,6,2,2,1,19.72,4.0,315.48,0.03,22,0.25,17.53,78.87,8,14,6,6,9
1,10,3,2,9,2,2,1,40.52,5.75,1339.69,0.08,49,0.17,74.43,232.99,23,26,18,9,12
0,4,3,0,0,2,2,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,4
0,59,7,0,19,4,1,1,98.29,21.87,47030.93,0.72,357,0.05,2612.83,2149.99,175,182,52,13,59
0,49,5,0,11,3,1,1,47.82,55.0,144649.1,0.88,457,0.02,8036.06,2629.98,220,237,36,18,49
0,43,5,0,11,3,1,1,51.66,44.29,101338.65,0.76,394,0.02,5629.92,2288.1,187,207,38,18,43
0,20,7,4,0,4,3,1,34.63,21.2,15568.03,0.24,127,0.05,864.89,734.23,59,68,32,23,24
0,25,15,5,0,8,3,3,31.29,24.39,18610.76,0.25,132,0.04,1033.93,763.14,63,69,31,24,30
0,11,5,2,8,3,2,1,31.59,11.45,4145.3,0.12,68,0.09,230.29,361.89,28,40,22,18,13
0,7,3,1,7,2,2,1,24.81,8.5,1792.72,0.07,46,0.12,99.6,210.91,17,29,12,12,8
0,10,7,3,0,4,1,1,22.96,13.59,4242.8,0.1,63,0.07,235.71,312.11,29,34,16,15,13
0,4,3,0,0,2,2,1,12.17,8.4,858.37,0.03,25,0.12,47.69,102.19,7,18,5,12,4
0,14,11,0,1,6,2,4,16.12,22.73,8332.05,0.12,74,0.04,462.89,366.61,25,49,11,20,14
0,7,3,0,0,2,2,1,8.41,10.13,861.74,0.03,23,0.1,47.87,85.11,9,14,4,9,7
0,7,3,0,2,2,2,1,15.23,5.0,380.74,0.03,20,0.2,21.15,76.15,10,10,7,7,7
0,17,9,0,0,5,4,1,24.55,23.68,13769.86,0.19,110,0.04,764.99,581.39,45,65,19,20,17
0,195,11,0,58,6,1,1,355.66,18.58,122751.71,2.2,919,0.05,6819.54,6607.45,456,463,135,11,195
0,46,5,0,8,3,1,1,99.6,16.93,28538.58,0.56,276,0.06,1585.48,1685.95,133,143,55,14,46
0,46,5,0,8,3,1,1,99.6,16.93,28538.58,0.56,276,0.06,1585.48,1685.95,133,143,55,14,46
0,46,5,0,8,3,1,1,99.6,16.93,28538.58,0.56,276,0.06,1585.48,1685.95,133,143,55,14,46
0,46,5,0,8,3,1,1,99.6,16.93,28538.58,0.56,276,0.06,1585.48,1685.95,133,143,55,14,46
0,46,5,0,8,3,1,1,99.6,16.93,28538.58,0.56,276,0.06,1585.48,1685.95,133,143,55,14,46
0,46,5,0,8,3,1,1,99.6,16.93,28538.58,0.56,276,0.06,1585.48,1685.95,133,143,55,14,46
0,7,3,0,0,2,2,1,15.32,11.0,1854.11,0.06,39,0.09,103.01,168.56,18,21,9,11,7
0,9,3,1,0,2,2,1,16.01,13.0,2705.09,0.07,46,0.08,150.28,208.08,20,26,10,13,10
0,4,3,0,0,2,2,1,10.13,7.5,570.0,0.03,19,0.13,31.67,76.0,9,10,6,10,4
0,13,7,0,0,4,3,1,14.24,12.75,2314.39,0.06,42,0.08,128.58,181.52,17,25,8,12,13
0,6,3,0,0,2,1,1,15.9,6.43,656.91,0.03,25,0.16,36.5,102.19,9,16,7,10,6
0,13,7,0,0,4,2,3,15.39,20.17,6258.43,0.1,61,0.05,347.69,310.34,22,39,12,22,13
0,20,11,1,0,6,2,6,21.74,20.19,8859.53,0.15,87,0.05,492.2,438.86,38,49,16,17,21
0,8,9,1,0,5,3,1,19.89,13.0,3360.81,0.09,55,0.08,186.71,258.51,26,29,13,13,9
0,9,5,0,0,3,2,1,23.64,9.31,2048.42,0.07,48,0.11,113.8,220.08,22,26,13,11,9
0,5,5,1,3,3,2,1,12.29,11.25,1555.89,0.05,32,0.09,86.44,138.3,15,17,8,12,6
0,5,3,0,0,2,1,1,12.24,9.33,1066.06,0.04,30,0.11,59.23,114.22,14,16,6,8,5
0,19,15,0,1,8,8,8,23.36,18.35,7869.25,0.14,85,0.05,437.18,428.77,39,46,17,16,19
0,16,7,0,2,4,3,3,35.44,9.9,3476.92,0.12,69,0.1,193.16,351.03,32,37,21,13,16
0,7,5,0,1,3,3,3,19.38,5.06,496.63,0.03,24,0.2,27.59,98.1,9,15,8,9,7
0,9,5,0,1,3,2,1,10.79,14.57,2290.24,0.05,37,0.07,127.24,157.17,17,20,7,12,9
0,14,9,0,1,5,3,3,27.69,10.11,2831.11,0.09,56,0.1,157.28,280.0,26,30,18,14,14
0,58,143,0,0,72,71,70,89.69,33.23,99019.72,0.99,483,0.03,5501.1,2980.07,215,268,55,17,58
0,10,9,0,2,5,5,5,14.4,16.0,3685.14,0.08,49,0.06,204.73,230.32,20,29,10,16,10
0,10,9,0,2,5,5,5,13.06,16.0,3343.58,0.07,45,0.06,185.75,208.97,18,27,9,16,10
0,10,5,0,1,3,2,1,12.54,12.75,2038.87,0.05,37,0.08,113.27,159.91,17,20,8,12,10
0,13,5,0,1,3,3,1,19.11,10.5,2107.08,0.07,45,0.1,117.06,200.67,21,24,11,11,13
0,3,3,0,0,2,2,1,11.23,14.0,2200.43,0.05,37,0.07,122.25,157.17,10,27,5,14,3
0,10,7,0,0,4,2,1,16.12,14.3,3299.03,0.08,51,0.07,183.28,230.7,22,29,10,13,10
0,13,13,0,0,7,5,6,7.8,43.5,14758.99,0.11,74,0.02,819.94,339.29,29,45,6,18,13
0,8,9,0,0,5,4,4,7.35,21.12,3281.21,0.05,38,0.05,182.29,155.32,13,25,4,13,8
0,6,3,0,0,2,2,1,11.86,8.67,890.92,0.03,27,0.12,49.5,102.8,13,14,6,8,6
0,18,11,0,0,6,2,6,22.75,20.0,9099.07,0.15,88,0.05,505.5,454.95,40,48,18,18,18
0,41,31,0,0,16,12,12,42.81,30.67,40261.54,0.44,218,0.03,2236.75,1312.88,92,126,39,26,41
0,8,5,0,0,3,2,1,16.74,11.23,2110.54,0.06,41,0.09,117.25,187.98,19,22,11,13,8
0,13,5,0,0,3,3,3,18.24,12.73,2955.18,0.08,50,0.08,164.18,232.19,20,30,11,14,13
0,41,37,0,0,19,16,5,88.36,21.82,42062.82,0.64,300,0.05,2336.82,1927.88,144,156,66,20,41
0,96,91,4,2,47,32,22,99.09,49.13,239175.87,1.62,679,0.02,13287.55,4868.38,306,373,109,35,100
0,8,5,0,0,3,1,1,13.45,12.44,2082.85,0.06,37,0.08,115.71,167.37,16,21,9,14,8
0,50,23,1,1,12,9,10,53.31,30.13,48410.46,0.54,263,0.03,2689.47,1606.54,113,150,45,24,51
0,13,5,0,0,3,3,3,29.8,5.77,991.7,0.06,38,0.17,55.09,171.9,15,23,13,10,13
0,7,7,0,0,4,1,3,13.83,11.25,1750.38,0.05,36,0.09,97.24,155.59,15,21,8,12,7
0,19,13,0,0,7,4,7,25.13,19.0,9073.67,0.16,91,0.05,504.09,477.56,38,53,19,19,19
0,12,19,0,0,10,9,1,17.25,32.88,18654.39,0.19,118,0.03,1036.34,567.27,57,61,13,15,12
0,95,61,0,1,31,15,25,104.29,36.9,142000.7,1.28,548,0.03,7888.93,3848.26,246,302,100,30,95
0,20,19,1,0,10,5,7,31.94,20.33,13197.22,0.22,122,0.05,733.18,649.28,55,67,23,17,21
0,6,3,0,0,2,2,1,21.31,4.5,431.59,0.03,23,0.22,23.98,95.91,9,14,9,9,6
0,11,5,0,0,3,3,1,33.89,4.85,795.9,0.05,38,0.21,44.22,164.23,18,20,13,7,11
0,21,21,0,0,11,3,3,35.91,25.31,23011.32,0.3,172,0.04,1278.41,909.09,81,91,24,15,21
0,10,5,0,0,3,3,1,25.87,9.0,2095.13,0.08,53,0.11,116.4,232.79,24,29,12,9,10
0,82,51,0,0,26,16,22,80.57,35.41,101041.69,0.95,444,0.03,5613.43,2853.26,194,250,63,23,82
0,14,7,0,0,4,1,1,21.83,21.53,10120.67,0.16,94,0.05,562.26,470.0,38,56,15,17,14
0,5,3,0,0,2,2,1,10.99,6.4,449.97,0.02,19,0.16,25.0,70.31,8,11,5,8,5
0,22,11,0,0,6,4,1,33.56,12.02,4852.71,0.13,80,0.08,269.59,403.55,37,43,20,13,22
0,11,3,0,0,2,1,1,16.61,3.0,149.49,0.02,15,0.33,8.3,49.83,4,11,4,6,11
0,14,7,0,0,4,1,3,15.86,13.3,2805.08,0.07,46,0.08,155.84,210.91,19,27,10,14,14
0,11,3,0,0,2,2,1,15.77,6.87,745.37,0.04,26,0.15,41.41,108.42,11,15,8,10,11
0,21,9,0,5,5,4,3,16.41,15.0,3691.87,0.08,53,0.07,205.1,246.12,20,33,10,15,21
0,9,3,0,0,2,2,1,16.25,8.89,1283.82,0.05,34,0.11,71.32,144.43,16,18,9,10,9
0,10,5,0,0,3,1,1,13.14,8.17,876.39,0.04,29,0.12,48.69,107.31,14,15,6,7,10
0,21,7,0,0,4,2,1,34.66,14.24,7026.27,0.16,97,0.07,390.35,493.48,46,51,21,13,21
0,34,15,0,0,8,4,1,56.82,11.24,7181.41,0.21,115,0.09,398.97,638.78,53,62,33,14,34
0,21,7,0,0,4,2,1,53.82,9.17,4521.96,0.16,94,0.11,251.22,493.31,45,49,27,11,21
0,4,3,0,0,2,1,1,7.91,6.13,296.65,0.02,14,0.16,16.48,48.43,7,7,4,7,4
0,14,3,0,0,2,2,1,20.76,12.27,3126.53,0.08,58,0.08,173.7,254.75,27,31,11,10,14
0,17,7,0,0,4,3,1,25.96,11.15,3229.13,0.1,64,0.09,179.4,289.51,29,35,13,10,17
0,7,3,1,0,2,2,1,17.31,5.5,523.51,0.03,25,0.18,29.08,95.18,11,14,7,7,8
0,17,5,0,0,3,3,1,23.84,12.69,3840.79,0.1,66,0.08,213.38,302.61,30,36,13,11,17
0,19,5,1,0,3,2,1,32.45,13.89,6264.19,0.15,91,0.07,348.01,450.83,44,47,19,12,20
0,10,3,0,0,2,2,1,20.81,9.0,1685.67,0.06,42,0.11,93.65,187.3,18,24,11,11,10
0,22,13,0,2,7,7,4,34.83,15.79,8682.88,0.18,111,0.06,482.38,549.92,50,61,19,12,22
0,7,5,0,0,3,2,3,12.16,5.6,381.44,0.02,19,0.18,21.19,68.11,8,11,5,7,7
0,25,13,0,0,7,6,6,43.02,16.56,11801.69,0.24,125,0.06,655.65,712.55,53,72,32,20,25
0,13,13,0,0,7,1,7,10.33,21.25,4666.84,0.07,50,0.05,259.26,219.62,17,33,6,15,13
0,73,43,4,1,22,21,12,98.77,30.8,93697.55,1.01,442,0.03,5205.42,3042.13,198,244,90,28,77
0,9,7,0,0,4,2,3,12.65,16.67,3515.14,0.07,46,0.06,195.29,210.91,20,26,9,15,9
0,11,7,0,0,4,3,4,16.45,14.3,3363.72,0.08,52,0.07,186.87,235.23,22,30,10,13,11
0,7,5,0,0,3,2,3,13.8,7.86,851.86,0.04,26,0.13,47.33,108.42,10,16,7,11,7
0,10,13,0,0,7,3,1,13.71,21.6,6396.36,0.1,63,0.05,355.35,296.13,27,36,10,16,10
0,10,5,0,0,3,2,3,14.12,10.89,1674.72,0.05,34,0.09,93.04,153.8,14,20,9,14,10
0,149,20,1,0,18,2,1,90.99,45.11,185151.92,1.37,580,0.02,10286.22,4104.55,268,312,101,34,150
0,14,7,2,0,4,2,1,20.83,12.0,2999.79,0.08,52,0.08,166.65,249.98,24,28,14,14,16
0,16,7,1,3,4,2,1,21.98,12.6,3489.0,0.09,57,0.08,193.83,276.9,27,30,15,14,17
1,57,9,1,8,5,3,1,130.74,11.41,17020.6,0.5,241,0.09,945.59,1491.75,116,125,61,12,58
1,49,5,2,2,3,1,1,102.96,17.5,31530.62,0.6,285,0.06,1751.7,1801.75,140,145,64,16,51
1,26,11,5,20,6,1,1,25.81,30.07,23331.58,0.26,143,0.03,1296.2,775.96,63,80,22,21,31
0,48,14,2,19,8,4,3,51.88,14.58,11021.37,0.25,127,0.07,612.3,756.18,53,74,40,22,50
0,21,9,4,16,5,2,3,29.73,12.89,4943.51,0.13,76,0.08,274.64,383.37,35,41,19,14,25
0,43,15,4,3,9,7,5,40.02,17.15,11771.13,0.23,121,0.06,653.95,686.36,49,72,30,21,47
0,6,3,1,0,2,1,1,12.06,6.0,434.04,0.02,19,0.17,24.11,72.34,9,10,6,8,7
0,9,7,0,0,4,1,4,7.44,13.5,1355.12,0.03,28,0.07,75.28,100.38,9,19,3,9,9
0,16,5,5,15,3,1,1,50.16,27.35,37530.39,0.46,247,0.04,2085.02,1371.98,106,141,31,16,21
0,8,3,0,0,2,1,1,20.06,14.21,4049.15,0.09,63,0.07,224.95,284.98,31,32,12,11,8
0,5,3,0,0,2,2,1,17.11,5.14,452.57,0.03,22,0.19,25.14,88.0,8,14,7,9,5
0,9,3,0,0,2,2,1,16.96,6.75,772.53,0.04,28,0.15,42.92,114.45,12,16,8,9,9
0,9,3,0,0,2,2,1,15.57,7.5,875.68,0.04,28,0.13,48.65,116.76,12,16,8,10,9
0,17,5,1,7,3,2,1,42.71,14.57,9068.9,0.21,114,0.07,503.83,622.38,51,63,28,16,18
0,22,5,1,6,3,2,1,66.13,15.71,16316.58,0.35,185,0.06,906.48,1038.72,87,98,36,13,23
0,32,19,3,11,10,4,1,35.14,41.18,59587.71,0.48,246,0.02,3310.43,1447.13,112,134,34,25,35
1,27,9,3,7,5,4,1,44.17,22.38,22130.78,0.33,178,0.04,1229.49,988.72,79,99,30,17,30
0,18,9,4,4,5,4,1,18.68,25.88,12505.62,0.16,95,0.04,694.76,483.31,46,49,16,18,22
0,19,11,1,1,6,2,1,34.83,13.0,5886.19,0.15,89,0.08,327.01,452.78,42,47,21,13,20
0,11,3,1,8,2,2,1,41.64,7.11,2105.8,0.1,63,0.14,116.99,296.13,32,31,18,8,12
0,23,9,0,0,5,1,5,22.35,17.0,6460.0,0.13,76,0.06,358.89,380.0,30,46,15,17,23
0,30,3,2,0,2,1,1,86.17,6.67,3829.67,0.19,104,0.15,212.76,574.45,48,56,36,10,32
0,33,13,1,0,7,1,1,48.23,21.0,21270.06,0.34,176,0.05,1181.67,1012.86,84,92,36,18,34
0,591,589,0,4,299,5,15,675.88,137.36,12751451.28,30.95,9605,0.01,708413.98,92835.55,4015,5590,760,52,591
0,51,39,0,3,20,2,1,71.48,12.37,10946.28,0.29,153,0.08,608.13,884.55,66,87,40,15,51
0,54,39,0,3,20,2,1,70.18,13.46,12721.96,0.31,162,0.07,706.78,944.93,69,93,41,16,54
0,28,11,0,1,6,2,1,30.47,16.36,8158.14,0.17,95,0.06,453.23,498.55,45,50,22,16,28
0,10,5,0,0,3,1,1,20.0,6.0,720.0,0.04,30,0.17,40.0,120.0,12,18,8,8,10
0,27,13,0,2,7,3,3,22.13,13.39,3968.8,0.1,61,0.07,220.49,296.34,25,36,14,15,27
0,63,25,0,6,13,1,13,59.11,30.37,54510.88,0.6,290,0.03,3028.38,1795.05,124,166,49,24,63
1,122,50,42,27,27,11,1,106.48,59.27,374043.26,2.1,863,0.02,20780.18,6311.02,405,458,123,36,164
0,108,49,24,0,25,1,1,1295.68,12.3,195940.93,5.31,1879,0.08,10885.61,15933.51,951,928,348,9,132
0,53,33,15,0,17,1,1,396.21,14.03,77960.6,1.85,783,0.07,4331.14,5557.76,399,384,128,9,68
0,6,5,0,0,3,2,1,17.3,4.2,305.12,0.02,21,0.24,16.95,72.65,7,14,5,6,6
0,6,9,0,0,5,1,5,18.02,6.29,712.17,0.04,29,0.16,39.57,113.3,11,18,7,8,6
0,6,5,0,0,3,1,1,15.36,4.9,368.89,0.03,21,0.2,20.49,75.28,7,14,5,7,6
0,5,5,0,0,3,1,3,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,6,11,5,8,5
0,5,5,0,0,3,1,3,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,6,11,5,8,5
0,5,5,0,0,3,1,3,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,6,11,5,8,5
0,5,5,0,0,3,1,3,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,6,11,5,8,5
0,7,13,0,0,7,1,7,23.57,7.11,1191.72,0.06,41,0.14,66.21,167.59,16,25,9,8,7
0,7,3,0,0,2,1,1,14.04,2.0,56.15,0.01,10,0.5,3.12,28.07,3,7,3,4,7
0,22,15,6,24,8,4,1,54.45,20.0,21781.35,0.36,195,0.05,1210.08,1089.07,88,107,33,15,28
0,14,5,3,12,3,3,1,28.72,14.88,6354.23,0.14,82,0.07,353.01,427.18,35,47,20,17,17
0,18,15,5,13,8,3,1,24.73,28.0,19390.99,0.23,124,0.04,1077.28,692.54,56,68,24,24,23
0,6,5,1,0,3,2,1,18.95,7.5,1066.0,0.05,31,0.13,59.22,142.13,15,16,12,12,7
0,10,3,1,12,2,2,1,50.38,9.45,4498.98,0.16,98,0.11,249.94,476.08,42,56,20,9,11
0,9,5,1,8,3,1,1,33.57,11.0,4062.39,0.12,72,0.09,225.69,369.31,33,39,21,14,10
0,17,9,1,10,5,2,1,35.29,23.68,19791.23,0.28,156,0.04,1099.51,835.78,74,82,25,16,18
0,32,11,1,17,6,2,1,32.61,64.33,135012.09,0.7,363,0.02,7500.67,2098.63,193,170,33,22,33
0,11,3,0,0,2,1,1,28.56,10.66,3242.83,0.1,64,0.09,180.16,304.31,31,33,16,11,11
1,16,5,2,0,3,1,1,21.78,37.5,30631.81,0.27,158,0.03,1701.77,816.85,75,83,18,18,18
0,27,11,4,24,6,6,1,67.71,14.27,13778.81,0.32,178,0.07,765.49,965.88,83,95,32,11,31
1,14,3,0,10,2,2,1,48.3,17.5,14790.85,0.28,149,0.06,821.71,845.19,70,79,34,17,14
0,17,11,1,7,6,1,1,23.33,29.45,20235.16,0.23,130,0.03,1124.18,687.1,62,68,20,19,18
0,19,17,0,0,9,4,6,26.33,31.74,26522.64,0.28,154,0.03,1473.48,835.64,73,81,23,20,19
0,6,3,0,1,2,1,1,5.18,15.0,1165.64,0.03,21,0.07,64.76,77.71,9,12,3,10,6
0,19,9,0,0,5,5,1,42.5,16.14,11090.08,0.23,129,0.06,616.12,686.53,60,69,26,14,19
0,139,143,3,0,73,60,15,123.47,68.57,580469.3,2.82,1130,0.01,32248.29,8465.79,530,600,143,37,142
